id,primaryName,birth_date,death_year
6642,Martin McCann,26/05/1983,NULL
6643,Francis X. McCarthy,03/02/1942,NULL
6644,Kelli McCarty,01/01/1969,NULL
6645,P.F. McCarthy,16/07/1979,NULL
6646,Sheila McCarthy,08/07/1956,NULL
6647,Jesse McCartney,10/04/1987,NULL
6648,Neil McCaul,23/07/1947,NULL
6649,Stephen McHattie,03/08/1947,NULL
6650,Joe McClean,20/08/1977,NULL
6651,Gordon McClellan,23/07/1974,NULL
6652,Belinda McClory,14/10/1968,NULL
6653,Vicky McClure,20/08/1983,NULL
6654,Heather Simpson,25/08/1979,NULL
6655,Dan McComas,26/10/1978,NULL
6656,Heather McComb,14/09/1973,NULL
6657,Grayson McCouch,26/11/1968,NULL
6658,Izeqiel McCoy,04/01/1971,NULL
6659,Darius McCrary,10/07/1976,NULL
6660,Michael McCullers,02/04/1979,NULL
6661,Bruce McCulloch,03/07/1961,NULL
6662,Sam McCurdy,26/09/1983,NULL
6663,Trenton McDevitt,10/03/1979,NULL
6664,Garry McDonald,24/04/1948,NULL
6665,Kevin McDonald,02/02/1961,NULL
6666,Rodney McDonald,23/08/1976,NULL
6667,Francine McDougall,26/12/1982,NULL
6668,Rider McDowell,22/04/1960,NULL
6669,Maureen McElheron,16/08/1950,NULL
6670,Andrew Repasky McElhinney,24/04/1982,NULL
6671,Ian McElhinney,08/07/1948,NULL
6672,Stephen McEveety,17/02/1954,NULL
6673,Barry McEvoy,25/01/1967,NULL
6674,David McFarland,12/01/1967,NULL
6675,Matt McFarland,11/05/1974,NULL
6676,Douglas McFerran,18/05/1958,NULL
6677,Will McGarry,23/01/1986,NULL
6678,Jack McGee,21/02/1949,NULL
6679,Scott McGehee,05/08/1968,NULL
6680,Bruce McGill,13/01/1950,NULL
6681,Paul McGillicuddy,27/08/1979,NULL
6682,Steven R. McGlothen,08/09/1970,NULL
6683,Jimmy McGovern,21/08/1949,NULL
6684,Mary McGuckian,18/02/1965,NULL
6685,Brian McGuire,04/08/1975,NULL
6686,Joel McHale,28/08/1971,NULL
6687,Jason McHugh,20/07/1968,NULL
6688,William McInnes,13/12/1961,NULL
6689,Christian McIntire,15/01/1964,NULL
6690,Andrew McIntyre,08/06/1982,NULL
6691,Chris McIntyre,12/08/1968,NULL
6692,Gerry McIntyre,08/06/1962,NULL
6693,Joey McIntyre,07/05/1972,NULL
6694,Chelsea McIsaac,14/07/1986,NULL
6695,Adam McKay,11/02/1968,NULL
6696,Mick MacKay,20/03/1979,NULL
6697,Michael McKell,13/08/1959,NULL
6698,Dawn McKelvie Cyr,22/04/1977,NULL
6699,Patrick McKenna,07/10/1960,NULL
6700,Stephen McKeon,22/09/1979,NULL
6701,Colin McKeown,06/01/1979,NULL
6702,Scott McKinsey,25/06/1959,NULL
6703,Dee McLachlan,28/12/1978,NULL
6704,Robert McLachlan,21/05/1976,NULL
6705,Greg McLane,02/07/1982,NULL
6706,Patrick McLaughlin,24/12/1985,NULL
6707,Kinsey McLean,12/05/1982,NULL
6708,Eric McLeod,15/12/1971,NULL
6709,Terry McMahon,22/01/1970,NULL
6710,Travis McMahon,01/01/1978,NULL
6711,Ciarán McMenamin,21/07/1975,NULL
6712,Jordan McMonagle,17/05/1983,NULL
6713,Dan McNamara,24/03/1982,NULL
6714,Michael McNamara,27/08/1953,NULL
6715,Kate McNeil,16/07/1959,NULL
6716,Cabot McNenly,13/05/1979,NULL
6717,Kathleen McNenny,26/09/1962,NULL
6718,Kerry McPherson,14/09/1985,NULL
6719,Ron McPherson,24/05/1982,NULL
6720,Owen McPolin,11/11/1969,NULL
6721,Kent McQuaid,18/04/1977,NULL
6722,Anna McRoberts,12/05/1986,NULL
6723,Ian McShane,04/09/1942,NULL
6724,Gerard McSorley,20/11/1950,NULL
6725,Graham McTavish,23/01/1961,NULL
6726,James McVay,13/08/1982,NULL
6727,Simon Meacock,10/07/1973,NULL
6728,David Meadows,23/09/1976,NULL
6729,Russell Means,07/06/1939,24/04/2012 0:00
6730,Derek Mears,26/06/1972,NULL
6731,José Medina,20/05/1979,NULL
6732,Joe Medjuck,13/07/1943,NULL
6733,Armen Medvedev,22/10/1938,11/12/2022 0:00
6734,Gábor Medvigy,24/06/1957,26/03/2023 0:00
6735,Geoff Meed,17/10/1980,NULL
6736,Thomas Mehlhorn,20/09/1969,NULL
6737,Marco Mehlitz,10/03/1968,NULL
6738,Robert Mehnert,06/07/1987,NULL
6739,Dieter Meichsner,05/01/1928,23/11/2010 0:00
6740,Hans Meier,20/07/1979,NULL
6741,Seth William Meier,05/03/1988,NULL
6742,Ursula Meier,04/04/1971,NULL
6743,Melcher Meirmans,21/04/1969,NULL
6744,Mitsuru Meike,09/04/1969,NULL
6745,Bram Meindersma,13/06/1978,NULL
6746,Marco Meister,23/06/1976,NULL
6747,Larry Meistrich,16/10/1966,NULL
6748,Gerhard Meixner,04/02/1985,NULL
6749,Fred Melamed,14/06/1980,NULL
6750,Yael Melamede,27/04/1968,NULL
6751,Christopher Meledandri,22/09/1959,NULL
6752,Bernabé Melendrez,01/03/1949,NULL
6753,Margaret Scura,04/04/1984,NULL
6754,Sergey Melkumov,05/11/1962,NULL
6755,Robert Meller,08/05/1959,NULL
6756,Luís Melo,19/07/1957,NULL
6757,Adam Meltzer,02/04/1971,NULL
6758,Johnny Melville,07/03/1983,NULL
6759,Mark Melville,20/10/1975,NULL
6760,Carlos Meléndez,21/09/1982,NULL
6761,Marc Menchaca,02/08/1975,NULL
6762,Sten Mende,02/11/1969,NULL
6763,Barry Mendel,01/09/1963,NULL
6764,Ben Mendelsohn,15/01/1969,NULL
6765,Michael Mendelsohn,20/06/1979,NULL
6766,Mike Mendez,10/11/1983,NULL
6767,Maria Luísa Mendonça,26/10/1970,NULL
6768,Unax Mendia,16/04/1979,NULL
6769,Tadeu Menezes,03/05/1982,NULL
6770,Chris Menges,18/06/1940,NULL
6771,Anita Menist,26/07/1926,07/02/2017 0:00
6772,Isabelle Menke,02/11/1982,NULL
6773,Ely Mennin,02/10/1987,NULL
6774,Shweta Menon,11/10/1974,NULL
6775,Vladimir Menshov,15/08/1939,09/11/2021 0:00
6776,Carlos Mentasti,21/07/1989,NULL
6777,Mario Mentrup,20/06/1965,NULL
6778,Tobias Menzies,20/07/1974,NULL
6779,Kad Merad,23/11/1964,NULL
6780,Bob Mercer,07/09/1973,NULL
6781,Matt Mercer,22/02/1980,NULL
6782,Sam Mercer,24/08/1980,NULL
6783,Joseph Merhi,19/02/1953,NULL
6784,Lars Mering,15/06/1981,NULL
6785,Klaus Merkel,12/12/1957,NULL
6786,Agnès Merlet,12/04/1959,NULL
6787,Claudine Merlin,11/07/1929,09/12/2014 0:00
6788,Neil Meron,11/02/1955,NULL
6789,Simon Merrells,02/11/1965,NULL
6790,Kieth Merrill,28/10/1940,NULL
6791,Micah W. Merrill,14/05/1977,NULL
6792,Ryan Merriman,28/01/1983,NULL
6793,Wim Mertens,22/02/1953,NULL
6794,Lóránd Mertz,17/05/1951,NULL
6795,Mark Mervis,25/08/1976,NULL
6796,Igor Mesin,03/10/1967,NULL
6797,Marco Messeri,14/04/1948,NULL
6798,Chris Messina,19/12/1974,NULL
6799,Mateo Messina,02/01/1982,NULL
6800,Jacob Meszaros,26/06/1978,NULL
6801,Barnaby Metschurat,21/01/1974,NULL
6802,Hugo Metsers,13/11/1968,NULL
6803,Jason Mewes,12/10/1974,NULL
6804,Frank Meyer,04/05/1980,NULL
6805,Günter Meyer,23/03/1940,NULL
6806,Bill Meyers,06/02/1989,NULL
6807,Ben Meyerson,24/10/1986,NULL
6808,Paul Mezey,12/06/1979,NULL
6809,Tristram Miall,13/02/1966,NULL
6810,Andrew Miano,18/11/1977,NULL
6811,Robert Miano,21/03/1942,NULL
6812,Dragan Micanovic,27/05/1970,NULL
6813,Thomas Michael,25/08/1978,NULL
6814,David Michaels,28/07/1983,NULL
6815,Rhino Michaels,26/08/1979,NULL
6816,Seth Michaels,08/11/1985,NULL
6817,Joel Michaely,12/06/1981,NULL
6818,Nicki Micheaux,24/03/1971,NULL
6819,David Michel,26/12/1975,NULL
6820,Rainer Michel,23/09/1981,NULL
6821,Maurizio Micheli,07/06/1947,NULL
6822,Roger Michell,21/10/1956,19/07/2021 0:00
6823,Sion Michel,25/01/1986,NULL
6824,Paul Michelson,08/06/1977,NULL
6825,John Michie,18/06/1956,NULL
6826,Jim Mickle,25/03/1976,NULL
6827,Catherine Middleton,07/01/1983,NULL
6828,Richard Middleton,22/05/1984,NULL
6829,Danny Midwinter,26/03/1971,NULL
6830,Lorenzo Mieli,12/07/1973,NULL
6831,Louise Mieritz,11/08/1971,NULL
6832,Eduardo Mignogna,12/01/1940,19/02/2006 0:00
6833,Florin Mihailescu,21/01/1943,NULL
6834,Takashi Miike,21/02/1960,NULL
6835,Pawel Mykietyn,25/09/1971,NULL
6836,Aleksandar Mikic,13/10/1980,NULL
6837,Mads Mikkelsen,10/03/1965,NULL
6838,Carlos Milano,22/12/1979,NULL
6839,Ivan Milborrow,09/03/1980,NULL
6840,Christopher Milburn,12/05/1985,NULL
6841,Arnon Milchan,22/01/1944,NULL
6842,Dusan Milko,03/05/1959,NULL
6843,Eric Miles,23/02/1976,NULL
6844,Kate Miles,08/12/1981,NULL
6845,Sarah Miles,26/02/1941,NULL
6846,Thomas Miles,16/05/1975,NULL
6847,Jean-Louis Milesi,19/08/1956,NULL
6848,Christina Milian,21/10/1981,NULL
6849,Nick Millard,19/07/1941,01/06/2022 0:00
6850,Patrick Mille,09/12/1970,NULL
6851,Andrew Miller,05/04/1969,NULL
6852,Christopher James Miller,16/09/1983,NULL
6853,Darryl Miller,28/01/1978,NULL
6854,Geof Miller,06/01/1975,NULL
6855,Gérard Miller,05/10/1948,NULL
6856,Jeff Miller,28/07/1987,NULL
6857,Jimmy Miller,06/12/1984,NULL
6858,Josh Miller,17/08/1955,NULL
6859,Joshua John Miller,23/09/1974,NULL
6860,Linda L. Miller,07/04/1961,NULL
6861,Marek Miller,12/11/1975,NULL
6862,Michael Miller,10/03/1978,NULL
6863,Paul Miller,26/11/1976,NULL
6864,Randy Miller,09/06/1981,NULL
6865,Todd E. Miller,12/06/1987,NULL
6866,Angie Milliken,07/06/1981,NULL
6867,Ron Millkie,22/06/1954,NULL
6868,Eddie Mills,24/09/1972,NULL
6869,Paul Millspaugh,27/11/1975,NULL
6870,Marion Milner,26/12/1981,NULL
6871,Pierre Milon,13/05/1980,NULL
6872,Miodrag Milosevic,10/08/1984,NULL
6873,Darrell Milstead,07/03/1934,20/10/2011 0:00
6874,Katie Milwright,28/08/1981,NULL
6875,Wataru Mimura,03/12/1954,NULL
6876,Deeji Mincey,28/06/1972,NULL
6877,Aleksandr Mindadze,09/07/1949,NULL
6878,Alex Mindt,08/08/1987,NULL
6879,Gianfranco Mingozzi,02/08/1932,10/07/2009 0:00
6880,Vanessa Lachey,07/08/1980,NULL
6881,Ryan Miningham,03/05/1975,NULL
6882,Cecilia Miniucchi,09/11/1973,NULL
6883,Dani Minnick,22/11/1960,NULL
6884,Tommy Minnix,18/11/1976,NULL
6885,Benjamin Minot,10/11/1961,NULL
6886,Alicia Minshew,03/11/1981,NULL
6887,Amy Minty,26/03/1979,NULL
6888,Jordan Mintzer,17/04/1978,NULL
6889,Jean-Paul Miotto,26/10/1980,NULL
6890,Miou-Miou,13/08/1950,NULL
6891,Karim Mirkhadiev,10/06/1954,NULL
6892,Brad Mirman,18/09/1953,NULL
6893,Mariya Mironova,10/07/1974,NULL
6894,Sohrab Mirsepassi,02/03/1983,NULL
6895,Dan Mirvish,28/12/1967,NULL
6896,Ahrin Mishan,24/06/1981,NULL
6897,Susan Misner,20/06/1971,NULL
6898,Saki Missaikos,27/03/1985,NULL
6899,Marc Missonnier,02/02/1970,NULL
6900,Ryan Mitchel,10/08/1980,NULL
6901,Angus Mitchell,09/12/1979,NULL
6902,Eddy Mitchell,28/11/1942,NULL
6903,Elizabeth Mitchell,02/11/1970,NULL
6904,Gavin Mitchell,20/12/1982,NULL
6905,Justine Mitchell,25/04/1980,NULL
6906,Mike Mitchell,27/12/1970,NULL
6907,Monika Mitchell,05/08/1977,NULL
6908,Radha Mitchell,08/10/1973,NULL
6909,Bentley Mitchum,14/11/1967,NULL
6910,Christopher Mitchum,11/03/1943,NULL
6911,Arghakamal Mitra,13/06/1981,NULL
6912,Fujirô Mitsuishi,15/08/1974,NULL
6913,Ken Mitsuishi,04/02/1961,NULL
6914,Bettina Mittendorfer,03/03/1970,NULL
6915,Marcus Mittermeier,23/09/1969,NULL
6916,Kin-Fai Mau,14/04/1979,NULL
6917,Jamal Mixon,01/07/1983,NULL
6918,Jerod Mixon,25/08/1981,NULL
6919,Aoi Miyazaki,10/02/1985,NULL
6920,Kenji Mizuhashi,17/07/1975,NULL
6921,Akbar Moazezi,28/12/1978,NULL
6922,Scott Mobley,15/05/1989,NULL
6923,Colin Mochrie,14/05/1957,NULL
6924,Anand Modak,24/12/1951,01/06/2014 0:00
6925,Patrick Modiano,02/05/1945,NULL
6926,Vincenzo Modica,17/03/1971,NULL
6927,J. David Moeller,03/07/1945,09/07/2010 0:00
6928,Lauren Vilchik,19/11/1968,NULL
6929,Robbie Moffat,25/10/1984,NULL
6930,D.W. Moffett,27/03/1954,NULL
6931,Lisa Moiselle,19/07/1979,NULL
6932,José Mojica Marins,02/07/1936,14/08/2020 0:00
6933,Dariush Mokhtari,23/06/1980,NULL
6934,Ebrahim Mokhtari,14/11/1974,NULL
6935,Fana Mokoena,14/12/1971,NULL
6936,Hans Petter Moland,26/06/1955,NULL
6937,Charlie Mole,07/06/1987,NULL
6938,Wandile Molebatsi,17/07/1975,NULL
6939,Andrew Molina,19/12/1976,NULL
6940,Enrique Molina,11/10/1943,05/05/2021 0:00
6941,Miguel Molina,15/02/1963,NULL
6942,Paloma Molina,13/04/1980,NULL
6943,Alessandro Molinari,18/09/1961,NULL
6944,Roger Mollien,21/12/1931,28/02/2009 0:00
6945,Piroska Molnár,11/07/1945,NULL
6946,Janel Moloney,24/08/1969,NULL
6947,Kaori Momoi,12/07/1952,NULL
6948,Brent Monahan,14/03/1982,NULL
6949,Andrew Mondshein,14/10/1962,NULL
6950,Colin Monie,26/01/1983,NULL
6951,Lúcia Moniz,02/08/1976,NULL
6952,Lawrence Monoson,22/09/1964,NULL
6953,Ralph Montagu,27/03/1961,NULL
6954,Juan Montalvo,28/11/1985,NULL
6955,Hubert Monteilhet,21/04/1928,24/04/2019 0:00
6956,Tatiana Monteiro,17/06/1977,NULL
6957,Enzo Monteleone,01/08/1954,NULL
6958,Hector Montemayor,18/05/1983,NULL
6959,Ivonne Montero,01/02/1974,NULL
6960,Jezabel Montero,01/03/1976,NULL
6961,Osvaldo Montes,01/07/1952,NULL
6962,Roselle Y. Monteverde,10/06/1973,NULL
6963,Lily Y. Monteverde,06/03/1982,NULL
6964,Raffaello Monteverde,14/08/1942,17/12/2021 0:00
6965,Vincenzo Monti,01/08/1979,NULL
6966,Cecilia Montiel,20/10/1955,NULL
6967,Roberto Montiel,13/05/1983,NULL
6968,Camilo Montilla,24/11/1986,NULL
6969,Andrew Montlack,08/02/1971,NULL
6970,Marie-Hélène Montpetit,20/06/1962,NULL
6971,Paul Mooney,12/08/1941,10/05/2021 0:00
6972,George Mooradian,02/07/1978,NULL
6973,Deborah Moore,05/11/1989,NULL
6974,Mandy Moore,12/03/1984,NULL
6975,Nick Moore,13/07/1987,NULL
6976,Lisa Moorish,05/05/1986,NULL
6977,Corey Moosa,19/04/1980,NULL
6978,John Friedmann,04/05/1971,NULL
6979,Maryam Moghadam,09/09/1970,NULL
6980,José María Morales,27/08/1985,NULL
6981,Rubén Morales,24/11/1982,NULL
6982,Vina Morales,07/08/1975,NULL
6983,Rob Moran,27/10/1960,NULL
6984,Nick Moran,19/02/1969,NULL
6985,Patrick Moran,07/12/1960,NULL
6986,Zeus Morand,12/02/1977,NULL
6987,Victor Hugo Morant,07/03/1982,NULL
6988,Laura Morante,08/04/1956,NULL
6989,Kimberly S. Moreau,05/07/1975,NULL
6990,Sylvie Moreau,08/12/1964,NULL
6991,François Morel,15/09/1959,NULL
6992,Bobby Moresco,23/09/1951,NULL
6993,David Moreton,03/08/1981,NULL
6994,Carmem Moretzsohn,13/03/1960,NULL
6995,Branden Morgan,23/02/1970,NULL
6996,Chris Morgan,28/12/1980,NULL
6997,Derek Morgan,17/02/1979,NULL
6998,Glen Morgan,18/02/1961,NULL
6999,Greg Morgan,28/07/1989,NULL
7000,Jared Morgan,24/09/1980,NULL
7001,Jeffrey Dean Morgan,08/02/1966,NULL
7002,John Roy Morgan,15/12/1950,NULL
7003,Trevor Morgan,04/11/1986,NULL
7004,Wendy Morgan,22/09/1958,NULL
7005,Mark Morgenstern,19/07/1983,NULL
7006,Stephanie Morgenstern,27/12/1965,NULL
7007,Anders Morgenthaler,14/11/1972,NULL
7008,Kenya Mori,26/11/1976,NULL
7009,Christian Morin,08/03/1945,NULL
7010,D. David Morin,05/02/1955,NULL
7011,Robert Morin,24/08/1949,NULL
7012,Hector Morini,07/05/1987,NULL
7013,Nobuhiko Morino,19/03/1982,NULL
7014,Rhett Morita,22/09/1986,NULL
7015,Glenn Morley,11/09/1981,NULL
7016,Mike Morley,05/09/1982,NULL
7017,Michael Morpurgo,26/06/1943,NULL
7018,Vin Morreale Jr.,04/08/1989,NULL
7019,Andrea Morricone,11/06/1964,NULL
7020,Cassandra Lee Morris,12/11/1975,NULL
7021,Dean Norris,02/05/1963,NULL
7022,Haviland Morris,20/10/1959,NULL
7023,Jessica Morris,20/04/1972,NULL
7024,Michael R. Morris,12/09/1978,NULL
7025,Michelle Morris,18/01/1969,NULL
7026,Jennifer Morrison,23/12/1979,NULL
7027,Michael Morrison,26/10/1981,NULL
7028,Temuera Morrison,01/12/1960,NULL
7029,Paul Morrissey,21/03/1938,NULL
7030,Glenn Morshower,24/11/1959,NULL
7031,Cynthia Mort,27/01/1956,NULL
7032,Emily Mortimer,07/02/1971,NULL
7033,Mark Mortimer,10/12/1967,NULL
7034,Lisa Morton,04/08/1982,NULL
7035,Marcus Morton,20/10/1976,NULL
7036,Lawrence Mortorff,20/10/1974,NULL
7037,Javier Morón,12/10/1976,NULL
7038,Paulinho Moska,02/01/1967,NULL
7039,Takis Moshos,18/05/1951,03/08/2019 0:00
7040,Ilan Moscovitch,19/08/1966,NULL
7041,William Moseley,03/08/1987,NULL
7042,Karoline Moser,26/01/1974,NULL
7043,Moni Moshonov,11/07/1951,NULL
7044,Scott Mosier,05/04/1971,NULL
7045,Vitaliy Moskalenko,20/05/1954,NULL
7046,April Mosqus,20/01/1977,NULL
7047,Nicholas Moss,18/02/1982,NULL
7048,Niki Mossböck,27/01/1972,NULL
7049,John Mossman,23/02/1975,NULL
7050,Jeff Most,13/04/1960,NULL
7051,Fatemah Motamed-Aria,18/06/1961,NULL
7052,Anna Mottram,24/09/1949,NULL
7053,Catherine Mouchet,06/08/1959,NULL
7054,John Mouganis,14/01/1985,NULL
7055,Sophie Mounicot,17/10/1960,NULL
7056,Alphonse Philippe Mouzon,10/03/1980,NULL
7057,Gina Moxley,09/05/1983,NULL
7058,David Moxness,03/05/1978,NULL
7059,Stephen Moyer,27/06/1969,NULL
7060,Pat Moylan,21/10/1972,NULL
7061,Majid Mozaffari,14/07/1951,NULL
7062,Manuel Mozos,21/08/1959,NULL
7063,Véronique Mucret Rouveyrollis,28/08/1977,NULL
7064,Zoltán Mucsi,05/12/1957,NULL
7065,Weston Mueller,21/05/1982,NULL
7066,Wanja Mues,26/10/1973,NULL
7067,Michael Muhney,16/09/1975,NULL
7068,Seo Mutarevic,06/05/1984,NULL
7069,Domonic Muir,03/10/1962,09/02/2010 0:00
7070,James Muir,23/01/1976,NULL
7071,Oliver Muirhead,19/06/1957,NULL
7072,Al Mukadam,21/03/1984,NULL
7073,Sunil Mukherjee,18/10/1976,NULL
7074,Niño Muhlach,10/02/1971,NULL
7075,Lisa Mulcahy,15/04/1972,NULL
7076,Glenn Mulhern,05/05/1978,NULL
7077,Danny Mulheron,16/04/1977,NULL
7078,Chris Mulkey,18/02/1978,NULL
7079,Peter Mullan,21/10/1959,NULL
7080,April Mullen,04/10/1982,NULL
7081,Jodi Muller,11/01/1979,NULL
7082,Otávio Müller,18/10/1973,NULL
7083,Vincent Muller,15/08/1978,NULL
7084,Annabel Mullion,01/03/1969,NULL
7085,Callan Mulvey,07/10/1975,NULL
7086,Zulkhumor Muminova,01/05/1960,NULL
7087,Thomas Mumme,01/03/1971,NULL
7088,David Mun,20/08/1979,NULL
7089,Axel Munch,01/05/1975,NULL
7090,Marc Munden,18/05/1987,NULL
7091,Pep Munné,25/01/1953,NULL
7092,Chris Munro,17/02/1952,NULL
7093,Lochlyn Munro,26/01/1966,NULL
7094,Rona Munro,25/07/1959,NULL
7095,P.K. Munson,11/11/1979,NULL
7096,Trevor Munson,07/10/1981,NULL
7097,Manuel Munz,19/08/1960,NULL
7098,Francesco Munzi,04/08/1969,NULL
7099,Fernando Muraca,16/05/1981,NULL
7100,Raza Murad,05/02/1950,NULL
7101,Silvio Muraglia,07/03/1983,NULL
7102,Aleksandr Muratov,24/03/1935,NULL
7103,Pier Giuseppe Murgia,09/09/1940,NULL
7104,Gerardo Murguía,08/09/1958,NULL
7105,Enric Murillo,06/04/1977,NULL
7106,Enrique Murillo,05/06/1977,NULL
7107,John Murlowski,26/11/1981,NULL
7108,Mingaile Murmulaitiene,26/06/1979,NULL
7109,Dean Murphy,26/09/1970,NULL
7110,Gary Murphy,25/12/1970,NULL
7111,John Murphy,09/03/1965,NULL
7112,Karen Murphy,24/12/1980,NULL
7113,Kevin Murphy,24/03/1956,NULL
7114,Nick Vincent Murphy,24/03/1980,NULL
7115,Paul Murphy,04/09/1978,NULL
7116,Richard Murphy,11/08/1966,NULL
7117,Robin Murphy,19/03/1975,NULL
7118,Sean Paul Murphy,05/06/1978,NULL
7119,Billy Murray,25/07/1941,NULL
7120,Chad Michael Murray,01/06/1981,NULL
7121,David Murray,24/03/1970,NULL
7122,James Murray,15/07/1975,NULL
7123,Leigh Murray,05/04/1976,NULL
7124,Mary Murray,01/06/1981,NULL
7125,Paul T. Murray,06/09/1980,13/11/2018 0:00
7126,Sean Murray,11/08/1983,NULL
7127,Fernando Musa,15/11/1967,NULL
7128,Kamal Musale,21/01/1982,NULL
7129,Michael Muscal,12/06/1972,NULL
7130,Laura Muscardin,23/06/1986,NULL
7131,Josh Muscatine,10/12/1973,NULL
7132,Danny Davidson,03/04/1977,NULL
7133,Raffaele Musella,12/07/1973,NULL
7134,Diego Musiak,17/02/1969,NULL
7135,Lisa Muskat,23/08/1982,NULL
7136,Peter Musooli,03/01/1978,NULL
7137,Eugene Musso,10/09/1972,NULL
7138,Jeannie Garcia,26/09/1988,NULL
7139,Marcel Musters,06/08/1959,NULL
7140,Mihail Mutafov,06/03/1947,NULL
7141,Enrico Mutti,05/05/1963,NULL
7142,Enrique Muzio,14/04/1976,NULL
7143,Andrea Muzzi,16/07/1980,NULL
7144,Jorge Muñiz,14/04/1977,NULL
7145,Daniel Muñoz,21/09/1966,NULL
7146,David Muñoz,03/06/1968,NULL
7147,Eunice Muñoz,09/03/1928,05/09/2022 0:00
7148,Gloria Muñoz,26/03/1948,NULL
7149,Patricia Muñoz,05/06/1968,NULL
7150,Pep Anton Muñoz,28/10/1956,NULL
7151,Kim Myers,09/08/1966,NULL
7152,Lauren Chavez-Myers,24/11/1982,NULL
7153,Mark Myers,26/01/1976,NULL
7154,Matthew Myers,13/05/1968,15/10/2021 0:00
7155,Nils Myers,26/04/1990,NULL
7156,Tanya Myers,08/06/1974,NULL
7157,Gye-nam Myeong,22/07/1952,NULL
7158,Sándor Márai,19/11/1900,14/04/1989 0:00
7159,Balázs Márton,11/12/1974,NULL
7160,Outi Mäenpää,01/09/1962,NULL
7161,Raúl Méndez,14/02/1975,NULL
7162,Martín Méndez,18/10/1983,NULL
7163,José Luís Mósca,17/05/1976,NULL
7164,Kaya Marie Möller,02/02/1971,NULL
7165,Henrik Møller-Sørensen,15/05/1954,NULL
7166,Nina Maag,16/06/1972,NULL
7167,Nikolai Müllerschön,15/01/1958,NULL
7168,Youssou N'Dour,01/11/1959,NULL
7169,Honoré N'Zué,18/12/1975,NULL
7170,Renhua Na,25/02/1983,NULL
7171,Atsuhiro Nabeshima,18/01/1962,NULL
7172,Matheus Nachtergaele,17/11/1969,NULL
7173,Tom Nagel,16/03/1980,NULL
7174,Rob Nagle,12/07/1970,NULL
7175,Willem Nagtglas,21/11/1971,NULL
7176,Ervin Nagy,11/04/1976,NULL
7177,Britta Nahler,03/05/1966,NULL
7178,Ajay Naidu,12/05/1972,NULL
7179,Ken Nakamura,26/10/1972,NULL
7180,Suzy Nakamura,25/08/1973,NULL
7181,Takao Nakano,04/05/1962,NULL
7182,Mie Nakao,13/06/1946,NULL
7183,Hideo Nakata,14/01/1961,NULL
7184,Bif Naked,24/05/1971,NULL
7185,Chris Nakis,24/01/1989,NULL
7186,Anthony G. Nakonechnyj,11/01/1962,NULL
7187,Zareh Nalbandian,06/02/1987,NULL
7188,Hernando Name,03/12/1939,NULL
7189,Daisuke Namikawa,04/02/1976,NULL
7190,Nicholas Napier-Bell,05/08/1942,NULL
7191,Charles Napier,03/05/1936,14/07/2011 0:00
7192,Napoleon,19/10/1977,NULL
7193,Johnette Napolitano,25/03/1957,NULL
7194,Gabriel Napora,15/03/1983,NULL
7195,Meera Simhan,13/12/1984,NULL
7196,Darling Narita,14/04/1984,NULL
7197,Arthur J. Nascarella,16/01/1944,NULL
7198,José Nascimento,22/12/1947,NULL
7199,Kevin Nash,09/04/1959,NULL
7200,Ramsey Nasr,17/06/1974,NULL
7201,Mark Nassar,09/07/1980,NULL
7202,Robert H. Nathan,06/07/1981,NULL
7203,Toto Natividad,14/09/1957,12/08/2021 0:00
7204,Yûna Natsuo,09/03/1975,NULL
7205,John Nau,21/05/1979,NULL
7206,Vladas Naudzius,17/03/1983,NULL
7207,Thierry de Navacelle,20/10/1985,NULL
7208,Navah Raphael,13/03/1984,NULL
7209,Demetrius Navarro,07/11/1978,NULL
7210,Jess Navarro,14/11/1977,NULL
7211,Valdas Navasaitis,09/05/1975,NULL
7212,Barry Navidi,11/08/1960,NULL
7213,Goran Navojec,19/06/1970,NULL
7214,Fauziah Nawi,23/06/1985,NULL
7215,Deepak Nayar,08/03/1959,NULL
7216,Phyllis Reynolds Naylor,27/12/1981,NULL
7217,Timothy Naylor,18/03/1969,NULL
7218,Zoe Naylor,20/09/1977,NULL
7219,Anahid Nazarian,03/01/1984,NULL
7220,Parivash Nazarieh,23/12/1970,NULL
7221,Vyacheslav Nazarov,04/07/1954,NULL
7222,Makhaola Ndebele,13/10/1977,NULL
7223,Meshell Ndegeocello,02/09/1968,NULL
7224,Kate Harrison Karman,07/06/1979,NULL
7225,Vladimir Nechiporenko,28/03/1949,NULL
7226,Andrew Neel,23/05/1975,NULL
7227,Toshie Negishi,02/05/1954,NULL
7228,Antonio Negret,25/09/1982,NULL
7229,Lorenzo Negri,26/09/1984,NULL
7230,David J. Negron Jr.,28/11/1962,NULL
7231,Taylor Negron,05/08/1957,20/12/2015 0:00
7232,Roger Nehls,14/08/1963,NULL
7233,Tania Nehme,16/12/1983,NULL
7234,Anja Nejarri,09/02/1975,NULL
7235,Neal Nellans,11/10/1981,NULL
7236,Adam Nelson,27/08/1977,NULL
7237,Linda J. Nelson,18/03/1990,NULL
7238,Mandy Nelson,18/11/1988,NULL
7239,Michael J. Nelson,07/05/1964,NULL
7240,Tim Blake Nelson,27/10/1964,NULL
7241,Tracy Nelson,01/12/1963,NULL
7242,Charles Nemes,26/06/1951,NULL
