id,primaryName,birth_date,death_year
31746,June Laporte,24/06/1972,NULL
31747,Omar Mullick,26/12/1973,NULL
31748,Patricia Beaury,08/11/1977,NULL
31749,Miguel Inti Canedo,12/03/1973,NULL
31750,Mila Joya,04/08/1982,NULL
31751,Edi Michael Santoso,11/09/1976,NULL
31752,Gina Purcell,09/03/1979,NULL
31753,Brandon Mishawn H.,23/08/1978,NULL
31754,Fan He,14/01/1985,NULL
31755,Wilson Helmericks,05/12/1979,NULL
31756,Darren Hutchings,05/09/1973,NULL
31757,Callie Cleaves,09/10/1975,NULL
31758,Wayne Anthony,22/01/1988,NULL
31759,Giuseppe Sepe,12/08/1979,NULL
31760,Sara Soulié,02/10/1974,NULL
31761,Dexter Njoku,21/10/1982,NULL
31762,Ryley Jordan Chalmers,01/07/1980,NULL
31763,Maxi Seefried,01/07/1983,NULL
31764,Rene Margreiter,24/09/1976,NULL
31765,Gonzalo Camacho,09/12/1942,24/02/2016 0:00
31766,Kurtis David Harder,26/09/1982,NULL
31767,Seyed Ali Tabatabaei,11/11/1969,08/10/2015 0:00
31768,Steffi Zimmermann,16/11/1976,NULL
31769,Martin Hohlrieder,24/10/1984,NULL
31770,Dustin Saxton,17/02/1980,NULL
31771,Christian Hohlrieder,04/03/1988,NULL
31772,Nafiseh Roshan,20/02/1976,NULL
31773,Ver Rajcsanyi,04/10/1981,NULL
31774,Alex Siviogulus,05/03/1979,NULL
31775,Christiana Charalambous,26/07/1977,NULL
31776,Mohsen Afshani,22/04/1973,NULL
31777,Charlotte Dupré,15/01/1981,NULL
31778,Nurtas Adambay,20/03/1993,NULL
31779,Kip Canyon,14/10/1975,NULL
31780,Shalom Goodman,23/05/1976,NULL
31781,Tyler Alvarez,07/09/1997,NULL
31782,Maurizio Losi,19/03/1982,NULL
31783,Tom Payne,21/08/1974,NULL
31784,Jahongir Poziljonov,14/12/1976,NULL
31785,Shain Wasserman,28/07/1975,NULL
31786,Mike Kravetsky,25/01/1990,NULL
31787,Will Honley,03/10/1972,NULL
31788,Etai Handman,03/06/1976,NULL
31789,Kristina Sinelnik,28/09/1972,NULL
31790,Ranjeet S. Marwa,18/01/1978,NULL
31791,Ayaka Tomoda,16/04/1988,NULL
31792,Lan Phuong Nguyen,09/01/1983,NULL
31793,Yara Pilartz,12/03/1973,NULL
31794,Peter Horsham,19/11/1978,NULL
31795,Archana Dani,11/09/1979,NULL
31796,Tom Gilbert,09/05/1977,NULL
31797,David Johnston,11/02/1974,NULL
31798,Jason Wingard,20/03/1981,NULL
31799,Orçun Benli,16/02/1980,NULL
31800,Sükrü Üçpinar,19/05/1980,NULL
31801,Sasha Slugina,24/08/1971,NULL
31802,Sean Pollock,14/03/1980,NULL
31803,Haley Kahn,21/06/1984,NULL
31804,Jessica Noel Stowers,23/06/1985,NULL
31805,Taylor Johnson,28/07/1982,NULL
31806,Patrick Herndon,12/12/1970,NULL
31807,Naoto,22/03/1971,NULL
31808,Tereza Kamenicka,17/02/1981,NULL
31809,Michael Muldowney,04/04/1978,NULL
31810,Lucy Harrigan,11/12/1975,NULL
31811,Ben Violet,02/10/1978,NULL
31812,Amy Lee Chong,17/01/1971,NULL
31813,Melisa Fuentes,25/02/1976,NULL
31814,Eli Hayes,28/06/1993,19/06/2020 0:00
31815,Harsha Setty,08/10/1988,NULL
31816,Daniel Torrelló,05/02/1986,NULL
31817,Tim Hodgson,13/08/1983,NULL
31818,Will Madden,25/09/1977,NULL
31819,Andreas Paulsen,10/12/1983,NULL
31820,Gerelsukh Otgon,03/01/1980,NULL
31821,Galina Koltunova,04/06/1981,NULL
31822,Ryan Lian,24/01/1979,NULL
31823,Aleksandr Demyanenko,06/10/1977,NULL
31824,Aleksandra Strelyanaya,25/04/1978,NULL
31825,Vanesa Motto Guastoni,19/06/1975,19/03/2015 0:00
31826,Terry Lee Coker,20/12/1973,NULL
31827,Mariko Akama,10/01/1970,NULL
31828,Nickitas Demos,08/04/1983,NULL
31829,Tsubasa Honda,04/03/1992,NULL
31830,Arash Kalani,17/04/1981,NULL
31831,Xingchen Lü,26/10/1991,NULL
31832,Mark Hadley,28/06/1968,NULL
31833,Saga Spjuth-Säll,04/08/1979,NULL
31834,Saida Rametova,06/03/1975,NULL
31835,Brandyn T. Williams,26/10/1986,NULL
31836,Clive Double,22/08/1979,NULL
31837,Curtis Reid,05/09/1985,NULL
31838,Shabbir Mahmood,13/04/1989,NULL
31839,Rand Faris,11/06/1980,NULL
31840,Jimmy Bates,17/02/1974,NULL
31841,Teddy Van Ee,07/04/1979,NULL
31842,John Goodwin,28/09/1975,NULL
31843,Matthew Brown,26/02/1984,NULL
31844,Anna Harr,01/01/1979,NULL
31845,Anna Drubich,08/12/1984,NULL
31846,Sergio Jiménez Lacima,17/09/1976,NULL
31847,Travis Valentine,03/10/1979,NULL
31848,Aryè Campos,08/12/1977,NULL
31849,Koumbie,18/12/1984,NULL
31850,Suzanne Audibert,14/07/1984,NULL
31851,Giancarlo Abrahan,21/10/1982,NULL
31852,Akiyuki Michikawa,25/05/1975,NULL
31853,Caitlin Carver,24/04/1992,NULL
31854,Joël Karekezi,18/12/1979,NULL
31855,Jonathan Jordaan,03/02/1976,NULL
31856,Pallab Kirtania,23/04/1981,NULL
31857,Igor Savychenko,14/02/1974,NULL
31858,Prakash Kunte,17/06/1982,NULL
31859,Yi Miao,10/10/1980,NULL
31860,Mario Parruccini,08/06/1980,NULL
31861,Jessica Malumay,24/08/1978,NULL
31862,Josh O'Connor,06/07/1990,NULL
31863,Orfelina de Leon,12/03/1983,NULL
31864,Calvin Wong,05/12/1976,NULL
31865,John Connors,08/01/1977,NULL
31866,Rebecca Olejniczak,22/01/1991,NULL
31867,Roslan Hussin,17/12/1971,NULL
31868,Nikoloz Javakhishvili,02/03/1980,NULL
31869,Tommy Agriodimas,15/04/1977,NULL
31870,Bevin Bru,28/05/1976,NULL
31871,Hwang Chan-sung,14/10/1990,NULL
31872,Diego Gueci,24/03/1972,NULL
31873,Patrick Keeffe,23/10/1992,NULL
31874,Gurmoh,08/11/1979,NULL
31875,Carmel Nayanah,03/01/1976,NULL
31876,John Duddy,01/10/1979,NULL
31877,Charlie Renfrew,10/04/1979,NULL
31878,Charles Hudon,14/12/1980,NULL
31879,Autumn McAlpin,19/09/1978,NULL
31880,Dilnoza Kubaeva,01/02/1981,NULL
31881,Stephen Massari,21/01/1983,NULL
31882,Annina Nusko,01/05/1992,NULL
31883,Andrew Lindsay Cohen,06/07/1975,NULL
31884,Burt Hingus,14/08/1983,NULL
31885,David Williamson,14/05/1980,NULL
31886,Paolo Franchini,27/04/1970,NULL
31887,Mugdha Chaphekar,19/11/1987,NULL
31888,Lior Cohen,13/08/1979,NULL
31889,Aleksandar Radulovic,21/04/1978,NULL
31890,Alessandro Damiani,14/04/1984,NULL
31891,Ashley Adams,14/01/1978,NULL
31892,Eddy Ou,28/09/1979,NULL
31893,Joyce Yung,14/10/1979,NULL
31894,Audibert Karlstedt Anthony Michael Dalip Hagen,18/11/1979,NULL
31895,Marco Airoldi,16/01/1986,NULL
31896,Ubaydullo Karimov,20/05/1983,NULL
31897,Tania Vincent,12/08/1975,NULL
31898,Aaron 'Cujo' Cooley,16/03/1985,NULL
31899,Alice Ably,16/10/1972,NULL
31900,Rudi Siira,14/12/1985,NULL
31901,John Sandeman,17/04/1984,NULL
31902,John S. Howard,23/12/1986,NULL
31903,Vanz Villegas,14/07/1969,NULL
31904,Aleli Mesina,13/11/1983,NULL
31905,Carlo Cruz,09/10/1977,NULL
31906,Len Calvo,26/06/1975,NULL
31907,Bianca Catbagan,17/08/1984,NULL
31908,Jason Gloria,18/06/1975,NULL
31909,Kristina Syfu,01/08/1987,NULL
31910,Ramon Prieto,18/09/1987,NULL
31911,Vlastimil Peska,23/12/1954,NULL
31912,Brian Cline,20/01/1978,NULL
31913,Mohamad Ridhuwan Zainal Abidin,21/04/1974,NULL
31914,Mon Ryanti,06/07/1982,NULL
31915,Wawa Zainal,27/08/1979,NULL
31916,Rabecca Nur,07/08/1979,NULL
31917,Mikail Andre,20/09/1982,NULL
31918,Fezrul Khan,14/07/1974,NULL
31919,Tarek Tamim,05/02/1979,NULL
31920,Åsmund Hasli,14/03/1978,NULL
31921,Udi Persi,01/07/1986,NULL
31922,Kim Young-ho,25/10/1967,NULL
31923,Hidemi Noto,23/12/1973,NULL
31924,Lyon Beckwith,07/08/1980,NULL
31925,Christina Hepburn,03/03/1974,NULL
31926,Matthias Walther,07/01/1974,NULL
31927,Ximena Banús,09/04/1986,NULL
31928,Shinji Otani,11/06/1978,NULL
31929,Rosmeri Segundo,13/01/1974,NULL
31930,Sasa Sharet Isabel Mendoza,15/01/1971,NULL
31931,Makoto Makita,26/01/1986,NULL
31932,Ayako Kobayashi,10/07/1973,NULL
31933,John Lusby,11/07/1969,NULL
31934,Kerri J. Baldwin,12/02/1973,NULL
31935,Thomas Wilson-White,07/12/1977,NULL
31936,Gina Gomez Dunn,15/07/1979,NULL
31937,Apal Singh,17/10/1981,NULL
31938,Meghan Truckey,27/07/1976,NULL
31939,Johnnie J. Burke,11/12/1970,NULL
31940,Zach Avery,25/08/1986,NULL
31941,Terry Burchett,14/04/1982,NULL
31942,Giedrius Savickas,10/11/1980,NULL
31943,Tarik Hachoud,10/05/1974,NULL
31944,Mygz Molino,11/07/1975,NULL
31945,Gigi Graff,02/12/1979,NULL
31946,Alessandro Palermo,16/03/1980,NULL
31947,Colin Ossiander,03/07/1984,NULL
31948,Bruce Reid,24/06/1976,NULL
31949,Laura Ellis Cricks,10/05/1979,NULL
31950,Meg Donnelly,25/02/2000,NULL
31951,Jonathan Haloossim,05/06/1985,NULL
31952,Simon Thummet,06/08/1973,NULL
31953,Andreas Ladik,23/04/1980,NULL
31954,Frederic J.A. Richter,28/07/1980,NULL
31955,Donnie Clark,22/02/1980,NULL
31956,Billy Eddings,14/03/1982,NULL
31957,Ahmed Abdalla,17/04/1965,NULL
31958,Ahmad El Sobky,18/02/1977,NULL
31959,C.T. Clark,01/01/1978,NULL
31960,Bp Julian,20/02/1977,NULL
31961,Christopher Forte,12/02/1976,NULL
31962,Eva Valett,22/07/1983,NULL
31963,Summer Spiro,12/04/1981,NULL
31964,Bill Christensen,06/08/1982,NULL
31965,Clutch Singleton,23/10/1976,NULL
31966,Shelby Sours,26/10/1975,NULL
31967,Luis Reyes,20/08/1986,NULL
31968,Mathias Schneeberger,18/01/1988,NULL
31969,Daniel J Cunningham,19/04/1982,NULL
31970,Guðfinnur Ýmir,16/02/1977,NULL
31971,Choi Min-ho,02/10/1984,NULL
31972,Kelly Ann Louise Warrener,10/07/1984,NULL
31973,Leonard Plunkett,06/01/1975,NULL
31974,Jake Manley,16/04/1979,NULL
31975,Wes Poland,24/11/1979,NULL
31976,Shaun Vivaris,12/04/1973,NULL
31977,Alex Trewhitt,23/05/1987,NULL
31978,Aditya Bedekar,01/12/1987,NULL
31979,Rosa Beesley,10/06/1981,NULL
31980,Adam Bennett,08/03/1977,NULL
31981,Jack Hanson,01/12/1977,NULL
31982,Grandpa,18/06/1984,NULL
31983,Joshua Ellis-Jones,05/03/1984,NULL
31984,Fred White,25/12/1980,NULL
31985,Dick Hebbert,20/03/1987,NULL
31986,Ash Caton,17/10/1978,NULL
31987,R.B. Russell,04/05/1983,NULL
31988,Adam Russell,04/09/1976,NULL
31989,Dave Brusca,21/04/1983,NULL
31990,John Sear,18/08/1976,NULL
31991,Howard Burd,24/08/1982,NULL
31992,Xiaolin Lü,02/01/1984,NULL
31993,Jessica Lynn Parsons,19/06/1984,NULL
31994,Jane Hunt : Violin Venus,12/08/1976,NULL
31995,Christian Yeung,07/08/1971,NULL
31996,K Krishna Kumar,07/05/1987,NULL
31997,Yinuo Wang,26/03/1981,NULL
31998,Craig Ahrens,16/02/1980,NULL
31999,Sebastian Hugeneck,19/10/1987,NULL
32000,Christopher Leto,02/09/1980,NULL
32001,Sean Donohue,05/06/1974,NULL
32002,Marco Biagioli,19/01/1975,NULL
32003,Austin Smagalski,10/02/1977,NULL
32004,Alex Powers,22/05/1975,NULL
32005,Fra Fee,08/06/1987,NULL
32006,Matt Drake,02/05/1986,NULL
32007,Fadi Haddad,22/10/1985,NULL
32008,Jeff D. Anderson,06/04/1973,NULL
32009,Guillermo Vejar,06/04/1982,NULL
32010,Sebastián Martín,05/09/1980,NULL
32011,Kanisha Buss,24/09/1977,NULL
32012,Jay Fisch,07/12/1981,NULL
32013,Kevin Wright,18/11/1975,NULL
32014,Ithamar Francois,28/05/1984,NULL
32015,Patrick Linberg,16/02/1979,NULL
32016,William Zullo,28/05/1980,NULL
32017,Eric Jennings,12/03/1978,NULL
32018,James Herrera,07/12/1975,NULL
32019,Jessica Cadden Osborne,08/01/1971,NULL
32020,Tijana Dimic Pasic,12/04/1972,NULL
32021,Lucy-Jane Quinlan,18/07/1974,NULL
32022,Sheida Khaligh,21/02/1993,NULL
32023,Lida Abbasi,24/10/1975,NULL
32024,David L. Neuman,14/05/1974,NULL
32025,Dawie de Jager,19/06/1986,NULL
32026,Jason Neulander,19/05/1979,NULL
32027,Naser Kavousi,10/10/1980,NULL
32028,Oasi Khuli,03/08/1977,NULL
32029,Jonathan Keasey,18/10/1986,NULL
32030,Sheilah Munger,22/11/1982,NULL
32031,Lola Basara,16/09/1981,NULL
32032,Lelia Al Atrash,20/09/1979,NULL
32033,Pico Bots,06/09/1978,NULL
32034,Basak Akbay,07/10/1980,NULL
32035,Katherine Hadar,20/06/1994,NULL
32036,Tara Tinsley,09/09/1976,NULL
32037,Joseph Law,11/03/1971,NULL
32038,Genoveva Rossi,14/01/1983,NULL
32039,Jenna Rains,24/11/1991,NULL
32040,Megan Anstee,16/05/1978,NULL
32041,Manu León,08/12/1979,NULL
32042,Devin Derrick,27/10/1978,NULL
32043,Evan Snyder,08/09/1989,NULL
32044,Bo Phillips,10/11/1983,NULL
32045,Sarah Puerto,17/09/1972,NULL
32046,Simon K. Parker,26/10/1976,NULL
32047,Jim E. Chandler,11/10/1980,NULL
32048,Merritt Crocker,26/08/1985,NULL
32049,Simone Orlandini,13/08/1977,NULL
32050,Marco Gumabao,08/01/1981,NULL
32051,Clay Smith,27/07/1977,NULL
32052,Jarrod de Jong,19/01/1987,NULL
32053,Mahya Dehghani,20/06/1973,NULL
32054,Rebecca Fortuna,14/09/1985,NULL
32055,Victor Caballero,19/02/1982,NULL
32056,Anna Fricks,10/04/1971,NULL
32057,Egor Baranov,07/09/1988,NULL
32058,Will Keown,28/05/1984,NULL
32059,Lyubov Kalinska,21/10/1981,NULL
32060,Stellar Kristel,02/11/1978,NULL
32061,Marshall O. Wells III,06/12/1974,NULL
32062,Christopher Millington,08/02/1981,NULL
32063,Kamil Abdullin,08/05/1979,NULL
32064,Tikhon Kornev,21/12/1981,NULL
32065,Nadezhda Goncharova,15/11/1977,NULL
32066,Evangeline Leigh-Kendall,06/07/1969,NULL
32067,Laudanum Maryluxe,25/02/1981,NULL
32068,Lindy Decker,11/02/1979,NULL
32069,Chester Paul Buck,24/08/1971,NULL
32070,Jenny York,01/09/1978,NULL
32071,Fabien Drugeon,23/04/1975,NULL
32072,Wayne Jackson,17/11/1980,NULL
32073,Ben Giladi,22/05/1976,NULL
32074,Courtney Wold,24/06/1981,NULL
32075,Jan Hillman,15/01/1986,NULL
32076,Giorgio Daveed,25/04/1980,NULL
32077,Dhanesh Mahtani,01/05/1968,NULL
32078,Laura Mac,16/06/1974,NULL
32079,Sunny Wayne,08/05/1983,NULL
32080,Jean Beausejour,02/10/1984,NULL
32081,Homa Khakpash,02/07/1986,NULL
32082,James Oludare,26/12/1972,NULL
32083,Hossein Changi,03/10/1977,NULL
32084,Mehran Ghafoorian,07/08/1974,NULL
32085,Peyton Kennedy,01/09/2004,NULL
32086,Heinz Auernig,05/02/1980,NULL
32087,Jane Bancroft,23/08/1982,NULL
32088,John Rasmussen,21/11/1982,NULL
32089,Aleksander Dembski,05/10/1973,NULL
32090,Jeremy O. Harris,13/08/1989,NULL
32091,Aldo Ottobrino,16/04/1983,NULL
32092,Alexander De Koning,04/02/1977,NULL
32093,Ion Beroiz,12/01/1985,NULL
32094,Aphinya Punjaroen,02/03/1981,NULL
32095,Chanpisar Karunayathon,14/10/1980,NULL
32096,Nuenong Charoensong,01/08/1970,NULL
32097,Cody Kostro,23/10/1973,NULL
32098,Amit Dubey,26/02/1978,NULL
32099,Niyi Akinmolayan,14/07/1986,NULL
32100,Kitchya Kaesuwan,08/09/1981,NULL
32101,Chaams,26/09/1975,NULL
32102,Catherine De Goma,23/08/1976,NULL
32103,Vladimir Acevedo,27/10/1980,NULL
32104,Marvelous Alejo,09/05/1986,NULL
32105,Sandra Demmin,05/03/1986,NULL
32106,Logan Stahley,22/06/1978,NULL
32107,Zalikah Templeton,13/07/1985,NULL
32108,Joe Brazer,24/02/1981,NULL
32109,Reb Allen,13/02/1980,NULL
32110,Sam Slater,12/02/1984,NULL
32111,Irvin Parilla,04/05/1981,NULL
32112,John Walzer,05/03/1974,NULL
32113,Gabby Ramos,21/06/1985,NULL
32114,Sara Sálamo,27/05/1992,NULL
32115,James Soriano,24/09/1981,NULL
32116,Jaime Sukonnik,12/02/1977,NULL
32117,Sok Visal,24/12/1980,NULL
32118,Struggle E. Stylez,24/01/1981,NULL
32119,Ross Denyer,07/01/1983,NULL
32120,Mark Adams,06/06/1986,NULL
32121,Jacque Dorsey,06/12/1974,NULL
32122,Oscar Patino,16/10/1977,NULL
32123,Fame Little,17/05/1983,NULL
32124,Joel Frances,22/03/1974,NULL
32125,Barbara Visser,18/11/1986,NULL
32126,Verina Banks,02/05/1976,NULL
32127,Muratcan Gokce,11/07/1990,NULL
32128,Michael Forcan,10/12/1976,NULL
32129,Fatiha Ouatili,27/06/1986,NULL
32130,Leanne Linsky,21/10/1979,NULL
32131,Florian Tabor,19/09/1973,NULL
32132,Reska Tania Apriadi,13/06/1978,NULL
32133,Katie Dennett,18/05/1987,NULL
32134,Martias Syamas,08/06/1971,NULL
32135,Anggi Frisca,05/09/1983,NULL
32136,Estefanía Cortes,15/04/1966,NULL
32137,Stanley Parker,20/06/1978,NULL
32138,Jan Amazigh Sid,01/09/1989,NULL
32139,Oscar Carrasquillo,15/03/1991,NULL
32140,Michael Spry,09/08/1983,NULL
32141,Jason Zada,10/03/1974,NULL
32142,Boma Iluma,15/10/1978,NULL
32143,Hakeem Foster,10/06/1980,NULL
32144,Mariya Nagao,24/01/1976,NULL
32145,Jackson Souvenirs,28/04/1979,NULL
32146,Shima Anuar,09/08/1984,NULL
32147,Elizabeth Leadon Sonnenfelt,03/01/1985,NULL
32148,Pandiit GGaaurav Gautam,18/07/1979,NULL
32149,Airisa Durand,26/03/1982,NULL
32150,Saayoni Ghosh,01/08/1993,NULL
32151,Robert Urich,09/06/1975,NULL
32152,Christian Sorensen Hansen,25/02/1976,NULL
32153,Derrick Ling,07/06/1972,NULL
32154,Berrak Deniz,04/06/1990,NULL
32155,Drazen Pavlovic,04/01/1990,NULL
32156,Minami Hamabe,01/02/2000,NULL
32157,Emily Spowage,05/07/1973,NULL
32158,Paul Alarcon,27/04/1989,NULL
32159,Bryant Gutierrez,18/02/1976,NULL
32160,Przemyslaw Radlowski,09/06/1983,NULL
32161,Dana Cipoletto,11/01/1981,NULL
32162,Ivy Corbin,21/12/1985,NULL
32163,Chip Rossetti,02/06/1982,NULL
32164,Ozgur Karakaya,08/12/1974,NULL
32165,Casey Donahue,02/10/1971,NULL
32166,Ellie Bindman,07/04/1983,NULL
32167,Perig Guinamant,17/04/1985,NULL
32168,Cristy Mendivil,05/05/1983,NULL
32169,Rodrigo Dominguez,21/09/1975,NULL
32170,Jeff Butler,01/07/1974,NULL
32171,Joss Glennie-Smith,12/09/1978,NULL
32172,Guillermo Ramos,15/11/1975,NULL
32173,Cong Minh Trang,24/12/1978,NULL
32174,Ozziel Ibarra,19/02/1980,NULL
32175,Lauren Brandon,22/05/1976,NULL
32176,Rory Chenoweth,28/11/1983,NULL
32177,Alexander Ever,12/12/1970,NULL
32178,Anatoliy Bystrikov,19/08/1987,NULL
32179,Blair Penner,12/05/1978,NULL
32180,Jon Firman,12/08/1973,NULL
32181,Troy Espiritu,24/03/1981,NULL
32182,Dino Castrilli,16/07/1980,NULL
32183,Cathan Bordyn,03/01/1978,NULL
32184,Stephen Visocan,25/08/1986,NULL
32185,Tobi Hill-Meyer,21/05/1982,NULL
32186,Erica Paisley,27/03/1976,NULL
32187,Ashtyn Neibar,05/07/1977,NULL
32188,Michael Thomas,02/09/1972,NULL
32189,Adrian Pucheu,04/05/1982,NULL
32190,Darin Jacobs,04/07/1972,NULL
32191,Josh Funk,12/02/1988,NULL
32192,Barrett Wiita,19/08/1980,NULL
32193,Samantha Bitonti,20/12/1972,NULL
32194,Jochen Krause,15/12/1984,12/11/2012 0:00
32195,Andreas Barthel,22/05/1973,NULL
32196,Jens Burger,16/03/1974,NULL
32197,Lars Oppermann,09/10/1983,NULL
32198,Dete Klamann,10/11/1979,NULL
32199,Ben Whimpey,17/11/1985,NULL
32200,Martin Jürgensmann,01/07/1978,NULL
32201,Anita Kämpf,11/12/1987,NULL
32202,Margaret Qualley,16/02/1994,NULL
32203,Takemi Fujii,21/09/1994,NULL
32204,Jer Tobin,12/12/1980,NULL
32205,Katie Del Rocco,22/05/1980,NULL
32206,Melissa Daneri,07/05/1979,NULL
32207,Eri Akita,25/12/1979,NULL
32208,Nutthachart Chankan,11/03/1979,NULL
32209,Nino Tandilashvili,14/01/1980,NULL
32210,James Cottle,14/10/1986,NULL
32211,Trey Bumpass,19/02/1978,NULL
32212,Josh Eves,25/04/1975,NULL
32213,Jason Jadick,12/08/1980,NULL
32214,Emily Rea,25/04/1984,NULL
32215,Izzi Keener,18/04/1981,NULL
32216,Lukas Gage,01/05/1995,NULL
32217,Dylan Hansen-Fliedner,16/09/1974,NULL
32218,Samone Norsworthy,12/06/1979,NULL
32219,Luca Centomani,03/04/1974,NULL
32220,Leslie Soo,20/04/1980,NULL
32221,Tina Carbone,17/09/1972,NULL
32222,M. Angelo Mena,04/03/1978,NULL
32223,Zara Dwinger,02/11/1994,NULL
32224,Yurii Bedenko,19/06/1980,NULL
32225,Taylor Castro,10/01/1999,NULL
32226,Jodie Grundin,10/02/1979,NULL
32227,Dmitriy Lemeshev,09/04/1987,NULL
32228,Erik V Wolter,20/08/1985,NULL
32229,Soroush Saeidi,20/11/1984,NULL
32230,Christopher,14/05/1992,NULL
32231,Denis Deck,13/12/1971,NULL
32232,Bill Hayek,25/08/1970,NULL
32233,Chiraz Aich,18/03/1981,NULL
32234,Rizki Dwipanca,20/05/1981,NULL
32235,Romlan Galis,19/02/1984,NULL
32236,Bambi Martantio,14/12/1973,NULL
32237,Marlon Cancer,06/03/1975,NULL
32238,Mario KonanSki Corral,17/09/1975,NULL
32239,Ridho Boer,04/04/1979,NULL
32240,Adhitya Putra,10/11/1969,NULL
32241,Haqi Achmad,03/09/1980,NULL
32242,Laurensius Steven,15/11/1984,NULL
32243,Tri Bayu Aribowo,19/01/1982,NULL
32244,Ardani,14/02/1979,NULL
32245,Bani Ramadhan,19/01/1983,NULL
32246,Samantha Carly,07/02/1980,NULL
32247,Yon Agus Danarso,03/01/1980,NULL
32248,Natalie Wakelin,20/04/1984,NULL
32249,April Hollingsworth,25/01/1980,NULL
32250,Ray Bamber,09/10/1985,NULL
32251,Yukinori Makabe,19/06/1985,NULL
32252,Olivia Cooke,26/08/1993,NULL
32253,Manuel Stettner,25/12/1979,NULL
32254,Jonathan Fritschi,04/05/1980,NULL
32255,Victoire Du Bois,17/01/1982,NULL
32256,Justin Armstrong,01/01/1975,NULL
32257,Sara Ashley,08/03/1977,NULL
32258,Terry Graham,04/02/1985,NULL
32259,Joyce Sison,04/04/1983,NULL
32260,Stacey Ann Diones Canicosa,03/02/1985,NULL
32261,Divina Cuasay,02/04/1975,NULL
32262,Marko Alonso,28/09/1979,NULL
32263,Dillan Damodar,01/05/1989,NULL
32264,Erik Zuckermann,27/11/1973,NULL
32265,Sean Gewaid,01/11/1981,NULL
32266,Tamer Adly,16/04/1975,NULL
32267,Thom Neal,11/09/1981,NULL
32268,Fraid Garas,11/03/1978,NULL
32269,Michaela DePrince,02/08/1982,NULL
32270,Jami Tennille,24/05/1982,NULL
32271,Marcin Laskowski,09/04/1977,NULL
32272,Nicolas Sicurella,05/12/1978,NULL
32273,Caleb Cornett,09/05/1973,NULL
32274,Daniel Foxx,03/05/1973,NULL
32275,Sean Connelly,01/02/1978,NULL
32276,Ashley Dulaney,27/10/1975,NULL
32277,Quentin Delaroche,01/03/1980,NULL
32278,Sonny Priest,19/12/1982,NULL
32279,Bahareh Kian Afshar,11/08/1980,NULL
32280,Stevan Arychuk,11/06/1975,NULL
32281,Uberko,09/06/1977,NULL
32282,Hooman Barghnavard,01/07/1985,NULL
32283,Jessamine Kelley,02/08/1980,NULL
32284,Kent Hau,11/12/1979,NULL
32285,Payton Braun,19/02/1988,NULL
32286,Fox Forrest,05/06/1980,NULL
32287,Carol Ceynowa,15/06/1978,NULL
32288,Russell Forrest,17/01/1973,NULL
32289,Egypt Forrest,17/11/1970,NULL
32290,Chad Eggen,17/10/1977,NULL
32291,Josh Boomgaarden,08/02/1981,NULL
32292,Julia Klimenko,23/12/1981,NULL
32293,Saeed Salmeen Al-Murry,21/05/1972,NULL
32294,Adam Chernick,25/10/1978,NULL
32295,Omkar Sane,20/07/1981,NULL
32296,Hussain Dalal,07/09/1989,NULL
32297,Song Chuan,28/12/1986,NULL
32298,Tadas Vidmantas,05/02/1985,NULL
32299,Swarathma,10/01/1975,NULL
32300,Janchivdorj Sengedorj,03/05/1985,NULL
32301,Víctor Morales,13/06/1978,NULL
32302,Tinghui Zhang,11/02/1978,NULL
32303,Matt Sawyer,14/04/1979,NULL
32304,Abbas Akbari,08/12/1978,NULL
32305,Tuvana Türkay,25/05/1990,NULL
32306,Mason Remel,02/07/1975,NULL
32307,Christian Löber,23/07/1972,NULL
32308,Denny Sumargo,03/01/1982,NULL
32309,Cyril Ducottet,01/08/1979,NULL
32310,Lilly Urban,15/05/1984,NULL
32311,Georgius Misjura,07/01/1975,NULL
32312,Giovanni Bognetti,17/03/1972,NULL
32313,Shams Bhanji,19/02/1979,NULL
32314,Michiel van Oosterhout,09/07/1987,NULL
32315,Muharem Osmanagic,08/05/1970,NULL
32316,Burçin Bildik,28/04/1968,NULL
32317,Tommie Grabiec,08/10/1982,NULL
32318,Christopher Lenk,21/10/1977,NULL
32319,Saadia Azgoun,14/02/1980,NULL
32320,Parker Dorris,18/08/1975,NULL
32321,Nadine Malouf,16/01/1978,NULL
32322,Kozue Aikawa,07/10/1983,NULL
32323,Tim Vanech,03/09/1982,NULL
32324,Y'lan Noel,15/11/1974,NULL
32325,Taylor Hess,13/09/1976,NULL
32326,Mike Montgomery,25/09/1982,NULL
32327,Jorge Mario Agudelo,14/07/1970,NULL
32328,Teimuraz Taniyah,27/05/1979,NULL
32329,Vincenzo Nemolato,19/03/1989,NULL
32330,Charlie Gillette,18/02/1982,NULL
32331,Teemu Villikka,12/11/1977,NULL
32332,Daniel Novák,15/02/1996,NULL
32333,Chesata Sukkhathramon,12/06/1975,NULL
32334,Ratchasak Rueangchai,09/05/1976,NULL
32335,Chaiyoot Tosa-nga,06/02/1966,NULL
32336,Jamie Fritz,21/06/1983,NULL
32337,Janet Baechle,04/10/1984,NULL
32338,James J. Coker,16/03/1978,NULL
32339,Kelsey Goldberg,27/04/1989,NULL
32340,Phuphoom Pongpanu,24/03/1979,NULL
32341,Chris Brennan,04/08/1975,NULL
32342,Christine Altmann,11/08/1976,NULL
32343,Vicki Glover,04/11/1970,NULL
